"","Text","Lat","Long","Location","Dialect","Genre","YoC","YoM","AuthName","AuthBD","AuthSex","AuthAge","RecName","RecBD","RecSex","RecAge","RecRelation","Words","OCWords","NamWords","ForWords","Types","OCTypes","NamTypes","ForTypes","Chars","OCChars","NamChars","ForChars","Tokens","pseud","pass","act","relative","questions","selected","advantage"
"806818","HERSCHEL","x","x","x","x","C",1797,1797,"William_Herschel","1728","m","69","x","xxxx","x","xx","x",9381,3060,182,20,1206,750,21,11,39609,17055,881,138,683,"p","van","nan","nie","qnie","selpse","not"
"806994","HERSCHEL","x","x","x","x","C",1797,1797,"William_Herschel","1728","m","69","x","xxxx","x","xx","x",9381,3060,182,20,1206,750,21,11,39609,17055,881,138,683,"p","van","nan","nie","qnie","selpse","not"
"807041","HERSCHEL","x","x","x","x","C",1797,1797,"William_Herschel","1728","m","69","x","xxxx","x","xx","x",9381,3060,182,20,1206,750,21,11,39609,17055,881,138,683,"p","van","nan","nie","qnie","selpse","not"
"807349","HERSCHEL","x","x","x","x","C",1797,1797,"William_Herschel","1728","m","69","x","xxxx","x","xx","x",9381,3060,182,20,1206,750,21,11,39609,17055,881,138,683,"p","van","nan","nie","qnie","selpse","not"
"807941","HIND","x","x","x","x","I",1707,1707,"Thomas_Hind","1683","m","24","x","xxxx","x","xx","x",9179,2528,592,2,1858,1118,197,1,41419,15054,4734,12,294,"b","nan","act","nie","qnie","selact","not"
"807943","HIND","x","x","x","x","I",1707,1707,"Thomas_Hind","1683","m","24","x","xxxx","x","xx","x",9179,2528,592,2,1858,1118,197,1,41419,15054,4734,12,294,"b","nan","act","nie","qnie","selact","not"
"807976","HIND","x","x","x","x","I",1707,1707,"Thomas_Hind","1683","m","24","x","xxxx","x","xx","x",9179,2528,592,2,1858,1118,197,1,41419,15054,4734,12,294,"p","van","nan","nie","qnie","selpse","not"
"808155","HIND","x","x","x","x","I",1707,1707,"Thomas_Hind","1683","m","24","x","xxxx","x","xx","x",9179,2528,592,2,1858,1118,197,1,41419,15054,4734,12,294,"b","nan","act","nie","qnie","selact","not"
"808371","HIND","x","x","x","x","I",1707,1707,"Thomas_Hind","1683","m","24","x","xxxx","x","xx","x",9179,2528,592,2,1858,1118,197,1,41419,15054,4734,12,294,"b","nan","act","nie","qnie","selact","not"
"808398","HIND","x","x","x","x","I",1707,1707,"Thomas_Hind","1683","m","24","x","xxxx","x","xx","x",9179,2528,592,2,1858,1118,197,1,41419,15054,4734,12,294,"b","nan","act","nie","qnie","selact","not"
"808716","HIND","x","x","x","x","I",1707,1707,"Thomas_Hind","1683","m","24","x","xxxx","x","xx","x",9179,2528,592,2,1858,1118,197,1,41419,15054,4734,12,294,"b","nan","act","nie","qnie","selact","not"
"808762","HIND","x","x","x","x","I",1707,1707,"Thomas_Hind","1683","m","24","x","xxxx","x","xx","x",9179,2528,592,2,1858,1118,197,1,41419,15054,4734,12,294,"b","nan","act","nie","qnie","selact","not"
"808923","HIND","x","x","x","x","I",1707,1707,"Thomas_Hind","1683","m","24","x","xxxx","x","xx","x",9179,2528,592,2,1858,1118,197,1,41419,15054,4734,12,294,"b","nan","act","nie","qnie","selact","not"
"809018","HOLMES-LETTERS","x","x","x","x","L",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",6825,1968,285,3,1377,835,94,3,29264,12018,1846,8,247,"b","nan","act","nie","qnie","selact","not"
"809487","HOLMES-LETTERS","x","x","x","x","L",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",6825,1968,285,3,1377,835,94,3,29264,12018,1846,8,247,"b","nan","act","nie","qnie","selact","not"
"809500","HOLMES-LETTERS","x","x","x","x","L",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",6825,1968,285,3,1377,835,94,3,29264,12018,1846,8,247,"b","nan","act","nie","qnie","selact","not"
"809860","HOLMES-TRIAL","x","x","x","x","t",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",21730,6635,930,3,1374,934,72,2,85325,34790,6110,10,1529,"b","nan","act","nie","qnie","selact","not"
"810128","HOLMES-TRIAL","x","x","x","x","t",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",21730,6635,930,3,1374,934,72,2,85325,34790,6110,10,1529,"b","nan","act","nie","qnie","selact","not"
"810133","HOLMES-TRIAL","x","x","x","x","t",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",21730,6635,930,3,1374,934,72,2,85325,34790,6110,10,1529,"b","nan","act","nie","qnie","selact","not"
"810538","HOLMES-TRIAL","x","x","x","x","t",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",21730,6635,930,3,1374,934,72,2,85325,34790,6110,10,1529,"b","nan","act","nie","qnie","selact","not"
"810617","HOLMES-TRIAL","x","x","x","x","t",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",21730,6635,930,3,1374,934,72,2,85325,34790,6110,10,1529,"p","van","nan","nie","qnie","selpse","not"
"811443","HOLMES-TRIAL","x","x","x","x","t",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",21730,6635,930,3,1374,934,72,2,85325,34790,6110,10,1529,"b","nan","act","nie","qnie","selact","not"
"811544","HOLMES-TRIAL","x","x","x","x","t",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",21730,6635,930,3,1374,934,72,2,85325,34790,6110,10,1529,"b","nan","act","nie","qnie","selact","not"
"812045","HOLMES-TRIAL","x","x","x","x","t",1749,1751,"x","xxxx","x","xx","x","xxxx","x","xx","x",21730,6635,930,3,1374,934,72,2,85325,34790,6110,10,1529,"b","nan","act","nie","qnie","selact","not"
"813438","JOHNSON","x","x","x","x","l",1775,1775,"Samuel_Johnson","1709","m","66","x","xxxx","x","xx","x",9947,2824,581,26,1761,1105,202,18,39202,15734,3329,131,843,"b","nan","act","nie","qnie","selact","not"
"813545","JOHNSON","x","x","x","x","l",1775,1775,"Samuel_Johnson","1709","m","66","x","xxxx","x","xx","x",9947,2824,581,26,1761,1105,202,18,39202,15734,3329,131,843,"b","nan","act","nie","qnie","selact","not"
"813988","JOHNSON","x","x","x","x","l",1775,1775,"Samuel_Johnson","1709","m","66","x","xxxx","x","xx","x",9947,2824,581,26,1761,1105,202,18,39202,15734,3329,131,843,"p","van","nan","nie","qnie","selpse","not"
"814109","JOHNSON","x","x","x","x","l",1775,1775,"Samuel_Johnson","1709","m","66","x","xxxx","x","xx","x",9947,2824,581,26,1761,1105,202,18,39202,15734,3329,131,843,"b","nan","act","nie","qnie","selact","not"
"815092","KIMBER","x","x","x","x","I",1742,1742,"Isaac_Kimber","1692","m","50","x","xxxx","x","xx","x",9181,2575,670,0,1826,1088,221,0,41304,15947,4656,0,345,"b","nan","act","nie","qnie","selact","not"
"815104","KIMBER","x","x","x","x","I",1742,1742,"Isaac_Kimber","1692","m","50","x","xxxx","x","xx","x",9181,2575,670,0,1826,1088,221,0,41304,15947,4656,0,345,"b","nan","act","nie","qnie","selact","not"
"815183","KIMBER","x","x","x","x","I",1742,1742,"Isaac_Kimber","1692","m","50","x","xxxx","x","xx","x",9181,2575,670,0,1826,1088,221,0,41304,15947,4656,0,345,"b","nan","act","nie","qnie","selact","not"
"815282","KIMBER","x","x","x","x","I",1742,1742,"Isaac_Kimber","1692","m","50","x","xxxx","x","xx","x",9181,2575,670,0,1826,1088,221,0,41304,15947,4656,0,345,"b","nan","act","nie","qnie","selact","not"
"815463","KIMBER","x","x","x","x","I",1742,1742,"Isaac_Kimber","1692","m","50","x","xxxx","x","xx","x",9181,2575,670,0,1826,1088,221,0,41304,15947,4656,0,345,"b","nan","act","nie","qnie","selact","not"
"815598","KIMBER","x","x","x","x","I",1742,1742,"Isaac_Kimber","1692","m","50","x","xxxx","x","xx","x",9181,2575,670,0,1826,1088,221,0,41304,15947,4656,0,345,"b","nan","act","nie","qnie","selact","not"
"815894","KIMBER","x","x","x","x","I",1742,1742,"Isaac_Kimber","1692","m","50","x","xxxx","x","xx","x",9181,2575,670,0,1826,1088,221,0,41304,15947,4656,0,345,"b","nan","act","nie","qnie","selact","not"
"815937","KIMBER","x","x","x","x","I",1742,1742,"Isaac_Kimber","1692","m","50","x","xxxx","x","xx","x",9181,2575,670,0,1826,1088,221,0,41304,15947,4656,0,345,"b","nan","act","nie","qnie","selact","not"
"818531","LONG","x","x","x","x","I",1866,1866,"George_Long","1800","m","66","x","xxxx","x","xx","x",9201,2713,546,65,1993,1283,167,27,40291,16581,3555,411,548,"b","nan","act","nie","qnie","selact","not"
"818689","LONG","x","x","x","x","I",1866,1866,"George_Long","1800","m","66","x","xxxx","x","xx","x",9201,2713,546,65,1993,1283,167,27,40291,16581,3555,411,548,"b","nan","act","nie","qnie","selact","not"
"818724","LONG","x","x","x","x","I",1866,1866,"George_Long","1800","m","66","x","xxxx","x","xx","x",9201,2713,546,65,1993,1283,167,27,40291,16581,3555,411,548,"b","nan","act","nie","qnie","selact","not"
"819069","LONG","x","x","x","x","I",1866,1866,"George_Long","1800","m","66","x","xxxx","x","xx","x",9201,2713,546,65,1993,1283,167,27,40291,16581,3555,411,548,"b","nan","act","nie","qnie","selact","not"
"819348","LONG","x","x","x","x","I",1866,1866,"George_Long","1800","m","66","x","xxxx","x","xx","x",9201,2713,546,65,1993,1283,167,27,40291,16581,3555,411,548,"b","nan","act","nie","qnie","selact","not"
"819962","LYELL","x","x","x","x","C",1830,1830,"Charles_Lyell","1796","m","34","x","xxxx","x","xx","x",9215,2760,94,10,2049,1208,62,10,44574,19165,677,57,296,"p","van","nan","nie","qnie","selpse","not"
"820137","LYELL","x","x","x","x","C",1830,1830,"Charles_Lyell","1796","m","34","x","xxxx","x","xx","x",9215,2760,94,10,2049,1208,62,10,44574,19165,677,57,296,"p","van","nan","nie","qnie","selpse","not"
"820661","MAXWELL","x","x","x","x","H",1747,1747,"Robert_Maxwell","1695","m","52","x","xxxx","x","xx","x",10831,3344,56,11,1907,1303,24,9,43530,18329,296,53,466,"b","nan","act","nie","qnie","selact","not"
"822339","MEREDITH","x","x","x","x","F",1895,1895,"George_Meredith","1828","m","67","x","xxxx","x","xx","x",9594,2972,376,9,2620,1715,103,9,41450,17958,2587,38,635,"b","nan","act","nie","qnie","selact","not"
"823174","MEREDITH","x","x","x","x","F",1895,1895,"George_Meredith","1828","m","67","x","xxxx","x","xx","x",9594,2972,376,9,2620,1715,103,9,41450,17958,2587,38,635,"b","nan","act","nie","qnie","selact","not"
"823397","MEREDITH","x","x","x","x","F",1895,1895,"George_Meredith","1828","m","67","x","xxxx","x","xx","x",9594,2972,376,9,2620,1715,103,9,41450,17958,2587,38,635,"b","nan","act","nie","qnie","selact","not"
"823748","MONTAGU","x","x","x","x","l",1718,1718,"Mary_Wortley_Montagu","1689","f","29","x","xxxx","x","xx","x",9735,2806,269,26,2165,1350,148,16,41611,16513,1813,143,475,"b","nan","act","nie","qnie","selact","not"
"824057","MONTAGU","x","x","x","x","l",1718,1718,"Mary_Wortley_Montagu","1689","f","29","x","xxxx","x","xx","x",9735,2806,269,26,2165,1350,148,16,41611,16513,1813,143,475,"b","nan","act","nie","qnie","selact","not"
"824666","MONTAGU","x","x","x","x","l",1718,1718,"Mary_Wortley_Montagu","1689","f","29","x","xxxx","x","xx","x",9735,2806,269,26,2165,1350,148,16,41611,16513,1813,143,475,"b","nan","act","nie","qnie","selact","not"
"825014","MONTEFIORE","x","x","x","x","T",1836,1836,"Judith_Montefiore","1784","f","52","x","xxxx","x","xx","x",10529,3242,527,25,2534,1666,153,22,47501,20313,3390,98,611,"p","van","nan","nie","qnie","selpse","not"
"825265","MONTEFIORE","x","x","x","x","T",1836,1836,"Judith_Montefiore","1784","f","52","x","xxxx","x","xx","x",10529,3242,527,25,2534,1666,153,22,47501,20313,3390,98,611,"b","nan","act","nie","qnie","selact","not"
"825491","MONTEFIORE","x","x","x","x","T",1836,1836,"Judith_Montefiore","1784","f","52","x","xxxx","x","xx","x",10529,3242,527,25,2534,1666,153,22,47501,20313,3390,98,611,"b","nan","act","nie","qnie","selact","not"
"825703","MONTEFIORE","x","x","x","x","T",1836,1836,"Judith_Montefiore","1784","f","52","x","xxxx","x","xx","x",10529,3242,527,25,2534,1666,153,22,47501,20313,3390,98,611,"b","nan","act","nie","qnie","selact","not"
"825844","MONTEFIORE","x","x","x","x","T",1836,1836,"Judith_Montefiore","1784","f","52","x","xxxx","x","xx","x",10529,3242,527,25,2534,1666,153,22,47501,20313,3390,98,611,"b","nan","act","nie","qnie","selact","not"
"826056","MONTEFIORE","x","x","x","x","T",1836,1836,"Judith_Montefiore","1784","f","52","x","xxxx","x","xx","x",10529,3242,527,25,2534,1666,153,22,47501,20313,3390,98,611,"b","nan","act","nie","qnie","selact","not"
"826093","MONTEFIORE","x","x","x","x","T",1836,1836,"Judith_Montefiore","1784","f","52","x","xxxx","x","xx","x",10529,3242,527,25,2534,1666,153,22,47501,20313,3390,98,611,"b","nan","act","nie","qnie","selact","not"
"826099","MONTEFIORE","x","x","x","x","T",1836,1836,"Judith_Montefiore","1784","f","52","x","xxxx","x","xx","x",10529,3242,527,25,2534,1666,153,22,47501,20313,3390,98,611,"b","nan","act","nie","qnie","selact","not"
"826103","MONTEFIORE","x","x","x","x","T",1836,1836,"Judith_Montefiore","1784","f","52","x","xxxx","x","xx","x",10529,3242,527,25,2534,1666,153,22,47501,20313,3390,98,611,"b","nan","act","nie","qnie","selact","not"
"826796","NEWCOME-NEW","x","x","x","x","Y",1796,1796,"William_Newcome","1729","m","67","x","xxxx","x","xx","x",11549,3266,611,0,1069,710,80,0,44353,17385,3339,0,1017,"b","nan","act","nie","qnie","selact","not"
"826843","NEWCOME-NEW","x","x","x","x","Y",1796,1796,"William_Newcome","1729","m","67","x","xxxx","x","xx","x",11549,3266,611,0,1069,710,80,0,44353,17385,3339,0,1017,"b","nan","act","nie","qnie","selact","not"
"826859","NEWCOME-NEW","x","x","x","x","Y",1796,1796,"William_Newcome","1729","m","67","x","xxxx","x","xx","x",11549,3266,611,0,1069,710,80,0,44353,17385,3339,0,1017,"b","nan","act","nie","qnie","selact","not"
"826919","NEWCOME-NEW","x","x","x","x","Y",1796,1796,"William_Newcome","1729","m","67","x","xxxx","x","xx","x",11549,3266,611,0,1069,710,80,0,44353,17385,3339,0,1017,"b","nan","act","nie","qnie","selact","not"
"827177","NEWCOME-NEW","x","x","x","x","Y",1796,1796,"William_Newcome","1729","m","67","x","xxxx","x","xx","x",11549,3266,611,0,1069,710,80,0,44353,17385,3339,0,1017,"b","nan","act","nie","qnie","selact","not"
"827451","NEWCOME-NEW","x","x","x","x","Y",1796,1796,"William_Newcome","1729","m","67","x","xxxx","x","xx","x",11549,3266,611,0,1069,710,80,0,44353,17385,3339,0,1017,"b","nan","act","nie","qnie","selact","not"
"828225","NEWCOME-NEW","x","x","x","x","Y",1796,1796,"William_Newcome","1729","m","67","x","xxxx","x","xx","x",11549,3266,611,0,1069,710,80,0,44353,17385,3339,0,1017,"b","nan","act","nie","qnie","selact","not"
"828470","NEWCOME-NEW","x","x","x","x","Y",1796,1796,"William_Newcome","1729","m","67","x","xxxx","x","xx","x",11549,3266,611,0,1069,710,80,0,44353,17385,3339,0,1017,"b","nan","act","nie","qnie","selact","not"
"828611","NIGHTINGALE188X","x","x","x","x","l",1888,1889,"Florence_Nightingale","1820","f","68","x","xxxx","x","xx","x",3454,964,126,8,923,542,73,6,13891,5514,685,19,189,"b","nan","act","nie","qnie","selact","not"
"829774","NIGHTINGALE189X","x","x","x","x","l",1894,1897,"Florence_Nightingale","1820","f","74","x","xxxx","x","xx","x",6420,1878,251,30,1487,874,138,19,26319,10712,1408,121,389,"p","van","nan","nie","qnie","selpse","not"
"829970","OFFICER","x","x","x","x","T",1744,1744,"x","xxxx","x","xx","x","xxxx","x","xx","x",10347,3469,351,12,1881,1239,117,10,43342,18280,2273,60,749,"p","van","nan","nie","qnie","selpse","not"
"830146","OFFICER","x","x","x","x","T",1744,1744,"x","xxxx","x","xx","x","xxxx","x","xx","x",10347,3469,351,12,1881,1239,117,10,43342,18280,2273,60,749,"b","nan","act","nie","qnie","selact","not"
"830174","OFFICER","x","x","x","x","T",1744,1744,"x","xxxx","x","xx","x","xxxx","x","xx","x",10347,3469,351,12,1881,1239,117,10,43342,18280,2273,60,749,"b","nan","act","nie","qnie","selact","not"
"830175","OFFICER","x","x","x","x","T",1744,1744,"x","xxxx","x","xx","x","xxxx","x","xx","x",10347,3469,351,12,1881,1239,117,10,43342,18280,2273,60,749,"b","nan","act","nie","qnie","selact","not"
"830755","OFFICER","x","x","x","x","T",1744,1744,"x","xxxx","x","xx","x","xxxx","x","xx","x",10347,3469,351,12,1881,1239,117,10,43342,18280,2273,60,749,"b","nan","act","nie","qnie","selact","not"
"830965","OFFICER","x","x","x","x","T",1744,1744,"x","xxxx","x","xx","x","xxxx","x","xx","x",10347,3469,351,12,1881,1239,117,10,43342,18280,2273,60,749,"b","nan","act","nie","qnie","selact","not"
"831317","OKEEFFE","x","x","x","x","A",1826,1826,"John_Okeeffe","1747","m","79","x","xxxx","x","xx","x",8267,2512,615,15,2181,1342,300,8,36156,14819,4028,73,518,"b","nan","act","nie","qnie","selact","not"
"831807","OKEEFFE","x","x","x","x","A",1826,1826,"John_Okeeffe","1747","m","79","x","xxxx","x","xx","x",8267,2512,615,15,2181,1342,300,8,36156,14819,4028,73,518,"b","nan","act","nie","qnie","selact","not"
"831984","OKEEFFE","x","x","x","x","A",1826,1826,"John_Okeeffe","1747","m","79","x","xxxx","x","xx","x",8267,2512,615,15,2181,1342,300,8,36156,14819,4028,73,518,"b","nan","act","nie","qnie","selact","not"
"832115","OKEEFFE","x","x","x","x","A",1826,1826,"John_Okeeffe","1747","m","79","x","xxxx","x","xx","x",8267,2512,615,15,2181,1342,300,8,36156,14819,4028,73,518,"p","van","nan","nie","qnie","selpse","not"
"832870","OMAN","x","x","x","x","I",1895,1895,"Charles_Oman","1860","m","35","x","xxxx","x","xx","x",9041,2725,739,3,2021,1242,227,3,41619,16369,5474,10,571,"b","nan","act","nie","qnie","selact","not"
"833134","OMAN","x","x","x","x","I",1895,1895,"Charles_Oman","1860","m","35","x","xxxx","x","xx","x",9041,2725,739,3,2021,1242,227,3,41619,16369,5474,10,571,"b","nan","act","nie","qnie","selact","not"
"833172","OMAN","x","x","x","x","I",1895,1895,"Charles_Oman","1860","m","35","x","xxxx","x","xx","x",9041,2725,739,3,2021,1242,227,3,41619,16369,5474,10,571,"b","nan","act","nie","qnie","selact","not"
"833273","OMAN","x","x","x","x","I",1895,1895,"Charles_Oman","1860","m","35","x","xxxx","x","xx","x",9041,2725,739,3,2021,1242,227,3,41619,16369,5474,10,571,"b","nan","act","nie","qnie","selact","not"
"833388","OMAN","x","x","x","x","I",1895,1895,"Charles_Oman","1860","m","35","x","xxxx","x","xx","x",9041,2725,739,3,2021,1242,227,3,41619,16369,5474,10,571,"b","nan","act","nie","qnie","selact","not"
"833593","POORE","x","x","x","x","M",1876,1876,"George_Vivian_Poore","1843","m","33","x","xxxx","x","xx","x",7902,2491,112,38,1745,1041,59,26,36849,16295,602,236,400,"b","nan","act","nie","qnie","selact","not"
"833596","POORE","x","x","x","x","M",1876,1876,"George_Vivian_Poore","1843","m","33","x","xxxx","x","xx","x",7902,2491,112,38,1745,1041,59,26,36849,16295,602,236,400,"b","nan","act","nie","qnie","selact","not"
"833820","POORE","x","x","x","x","M",1876,1876,"George_Vivian_Poore","1843","m","33","x","xxxx","x","xx","x",7902,2491,112,38,1745,1041,59,26,36849,16295,602,236,400,"b","nan","act","nie","qnie","selact","not"
"833878","POORE","x","x","x","x","M",1876,1876,"George_Vivian_Poore","1843","m","33","x","xxxx","x","xx","x",7902,2491,112,38,1745,1041,59,26,36849,16295,602,236,400,"b","nan","act","nie","qnie","selact","not"
"834394","PRIESTLEY","x","x","x","x","C",1769,1769,"Joseph_Priestley","1733","m","36","x","xxxx","x","xx","x",9302,2651,216,15,1543,957,53,8,40867,16453,1256,53,305,"b","nan","act","nie","qnie","selact","not"
"834796","PRIESTLEY","x","x","x","x","C",1769,1769,"Joseph_Priestley","1733","m","36","x","xxxx","x","xx","x",9302,2651,216,15,1543,957,53,8,40867,16453,1256,53,305,"b","nan","act","nie","qnie","selact","not"
"835150","PRIESTLEY","x","x","x","x","C",1769,1769,"Joseph_Priestley","1733","m","36","x","xxxx","x","xx","x",9302,2651,216,15,1543,957,53,8,40867,16453,1256,53,305,"b","nan","act","nie","qnie","selact","not"
"835183","PRIESTLEY","x","x","x","x","C",1769,1769,"Joseph_Priestley","1733","m","36","x","xxxx","x","xx","x",9302,2651,216,15,1543,957,53,8,40867,16453,1256,53,305,"b","nan","act","nie","qnie","selact","not"
"835713","PURVER-NEW","x","x","x","x","Y",1764,1764,"Anthony_Purver","1702","m","62","x","xxxx","x","xx","x",11693,3151,621,0,1063,693,78,0,44575,16839,3374,0,900,"b","nan","act","nie","qnie","selact","not"
"836139","PURVER-NEW","x","x","x","x","Y",1764,1764,"Anthony_Purver","1702","m","62","x","xxxx","x","xx","x",11693,3151,621,0,1063,693,78,0,44575,16839,3374,0,900,"b","nan","act","nie","qnie","selact","not"
"836187","PURVER-NEW","x","x","x","x","Y",1764,1764,"Anthony_Purver","1702","m","62","x","xxxx","x","xx","x",11693,3151,621,0,1063,693,78,0,44575,16839,3374,0,900,"b","nan","act","nie","qnie","selact","not"
"836563","PURVER-NEW","x","x","x","x","Y",1764,1764,"Anthony_Purver","1702","m","62","x","xxxx","x","xx","x",11693,3151,621,0,1063,693,78,0,44575,16839,3374,0,900,"b","nan","act","nie","qnie","selact","not"
